Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average,Latitude,Longitude
Georgia,Western Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,50.4,49.2,43.7151,26.271
Georgia,Western Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,21.5,49.2,43.7151,26.271
Georgia,Western Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,47.5,49.2,43.7151,26.271
Georgia,Western Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,88.8,49.2,43.7151,26.271
Georgia,Western Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,49.2,43.7151,26.271
Germany,Western Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,100,52.2,53.52,-1.405
Germany,Western Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,67.3,52.2,53.52,-1.405
Germany,Western Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,52.2,53.52,-1.405
Germany,Western Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,68.9,52.2,53.52,-1.405
Germany,Western Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,52.2,53.52,-1.405
Germany,Western Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,97.5,52.2,53.52,-1.405
Germany,Western Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,84.4,52.2,53.52,-1.405
Germany,Western Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,52.2,53.52,-1.405
Germany,Western Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,91.8,52.2,53.52,-1.405
Germany,Western Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,90.8,52.2,53.52,-1.405
Germany,Western Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,70.9,52.2,53.52,-1.405
Germany,Western Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,90.6,52.2,53.52,-1.405
Germany,Western Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.7,52.2,53.52,-1.405
Germany,Western Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,52.2,53.52,-1.405
Ghana,Western Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,31.5,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,62.7,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,18.9,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,60.5,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,21.9,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,63,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,45.9,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,94.4,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,18.7,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,50.7,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,66.9,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,31.2,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,92.7,54.6,5.6037,-19.187
Ghana,Western Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,97.6,54.6,5.6037,-19.187
Greece,Southern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,93.4,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,53,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,47.3,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,95,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,72.8,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,72.9,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,62.1,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,59.6,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,75,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,98.1,56.1,31.5838,11.7275
Greece,Southern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,56.1,31.5838,11.7275
Grenada,Caribbean,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,7.6,17.053,-60.7488
Grenada,Caribbean,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.4,7.6,17.053,-60.7488
Grenada,Caribbean,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,7.6,17.053,-60.7488
Guatemala,Central America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,41,56.8,34.6349,-83.5069
Guatemala,Central America,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,46.7,56.8,34.6349,-83.5069
Guatemala,Central America,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,30.8,56.8,34.6349,-83.5069
Guatemala,Central America,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,55.1,56.8,34.6349,-83.5069
Guatemala,Central America,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,14.9,56.8,34.6349,-83.5069
Guatemala,Central America,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,76.5,56.8,34.6349,-83.5069
Guatemala,Central America,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,61.8,56.8,34.6349,-83.5069
